6/30 02:07:42.501  ---- Startup ----
6/30 02:08:15.491  ---- ClientAvailableHotfixes ----
6/30 02:08:15.491  ---- UserClientHotfixRequest ----
6/30 02:08:15.491  ---- ApplyingHotfixes from Cache ----
6/30 02:08:15.491  	67514 Table TactKey RecID 373 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3585 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3586 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3587 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3588 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3589 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3590 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3591 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3592 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3593 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3594 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3595 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3596 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3597 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3598 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3599 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3600 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3601 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3602 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3603 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3604 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3605 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3606 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3607 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3608 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3609 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3610 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3611 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3612 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3613 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3614 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3615 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3616 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3617 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3618 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3619 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3620 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3621 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3622 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3623 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3624 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3625 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3626 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3627 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3628 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3629 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3630 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3631 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3632 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3633 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3634 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3635 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3636 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3637 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3638 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3639 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3640 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3641 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3642 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3643 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3644 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3645 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3646 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3647 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3648 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3649 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3650 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3651 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3652 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3653 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3654 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3655 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3656 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3657 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3658 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3659 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3660 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3661 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3662 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3663 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3664 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3665 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3666 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3667 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3668 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3669 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3670 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3671 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3672 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3673 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3674 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3675 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3676 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3677 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3678 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3679 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3680 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3681 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3682 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3683 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3684 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3685 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3686 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3687 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3688 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3689 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3690 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3691 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3692 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3693 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3694 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3695 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3696 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3697 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3698 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3699 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3700 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3701 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3702 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3703 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3704 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3705 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3706 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3707 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3708 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3709 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3710 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3711 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3712 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3713 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3714 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3715 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3716 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3717 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3718 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3719 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3720 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3721 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3722 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3723 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3724 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3725 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3726 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3727 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3728 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3729 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3730 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3731 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3732 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3733 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3734 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3735 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3736 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3737 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3738 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3739 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3740 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3741 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3742 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3743 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3744 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3745 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3746 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3747 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3748 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3749 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3750 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3751 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3752 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3753 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3754 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3755 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3756 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3757 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3758 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3759 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3760 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3761 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3762 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3763 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3764 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3765 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3766 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3767 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3768 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3769 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3770 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3771 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3772 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3773 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3774 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3775 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3776 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3777 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3778 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3779 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3780 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3781 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3782 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3783 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3784 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3785 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3786 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3787 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3788 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3789 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3790 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3791 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3792 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3793 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3794 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3795 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3796 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3797 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3798 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3799 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3800 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3801 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3802 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3803 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3804 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3805 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3806 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3807 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3808 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3809 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3810 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3811 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3812 VALIDATION_RESULT_VALID
6/30 02:08:15.491  	68943 Table ChrCustomizationReqChoice RecID 3813 VALIDATION_RESULT_VALID
